2026-03-14 18:23:30  INFO  === Security Monitor Started ===
2026-03-14 18:23:30  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-15 01:38:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:38:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:59  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:59  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:59  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:39:59  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:09  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:09  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:09  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:09  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:36  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:36  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:36  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:53  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:53  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:53  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:53  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:56  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:56  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:56  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:40:56  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:06  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:06  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:06  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:06  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:41:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:42:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:56  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:59  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:59  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:43:59  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:02  INFO  [DEBUG] PowerShell output: '1633713'
